+--------------------+--------+--------------------------------+
| ensembl_protein_id | count  | LENGTH(proteins.sequence) * 19 |
| ENSP00000313601.6  |  18069 |                          18069 |
| ENSP00000356814.3  |  18069 |                          18069 |
| ENSP00000368516.4  |  18069 |                          18069 |
| ENSP00000498961.2  |  18069 |                          18069 |
| ENSP00000328998.5  |  18107 |                          18107 |
| ENSP00000384638.4  |  18107 |                          18107 |
| ENSP00000349823.4  |  18126 |                          18126 |
| ENSP00000334186.5  |  18145 |                          18145 |
| ENSP00000392025.3  |  18164 |                          18164 |
| ENSP00000378635.3  |  18183 |                          18183 |
| ENSP00000393379.1  |  18183 |                          18183 |
| ENSP00000366997.4  |  18202 |                          18202 |
| ENSP00000494147.2  |  18202 |                          18202 |
| ENSP00000508338.1  |  18202 |                          18202 |
| ENSP00000261381.6  |  18221 |                          18221 |
| ENSP00000353826.2  |  18221 |                          18221 |
| ENSP00000485244.1  |  18240 |                          18240 |
| ENSP00000364277.3  |  18259 |                          18259 |
| ENSP00000366233.4  |  18259 |                          18259 |
| ENSP00000484525.2  |  18259 |                          18259 |
| ENSP00000258886.8  |  18297 |                          18297 |
| ENSP00000262294.7  |  18316 |                          18316 |
| ENSP00000307666.5  |  18316 |                          18316 |
| ENSP00000412085.2  |  18316 |                          18316 |
| ENSP00000261799.4  |  18387 |                          21014 |
| ENSP00000237596.2  |  18392 |                          18392 |
| ENSP00000261772.8  |  18392 |                          18392 |
| ENSP00000226574.4  |  18411 |                          18411 |
| ENSP00000270861.5  |  18430 |                          18430 |
| ENSP00000360108.4  |  18430 |                          18430 |
| ENSP00000417638.1  |  18430 |                          18430 |
| ENSP00000296343.5  |  18468 |                          18468 |
| ENSP00000386777.4  |  18468 |                          18468 |
| ENSP00000392094.1  |  18468 |                          18468 |
| ENSP00000501699.1  |  18468 |                          18468 |
| ENSP00000253861.4  |  18506 |                          18506 |
| ENSP00000262483.8  |  18506 |                          18506 |
| ENSP00000504770.1  |  18506 |                          18506 |
| ENSP00000509472.1  |  18537 |                          21185 |
| ENSP00000351209.5  |  18544 |                          18544 |
| ENSP00000274276.3  |  18601 |                          18601 |
| ENSP00000299886.4  |  18620 |                          18620 |
| ENSP00000303511.8  |  18620 |                          18620 |
| ENSP00000348489.5  |  18620 |                          18620 |
| ENSP00000256737.3  |  18639 |                          18639 |
| ENSP00000264158.8  |  18639 |                          18639 |
| ENSP00000350815.3  |  18696 |                          18696 |
| ENSP00000244571.4  |  18715 |                          18715 |
| ENSP00000311825.6  |  18715 |                          18715 |
| ENSP00000303058.6  |  18734 |                          18734 |
| ENSP00000305714.5  |  18734 |                          18734 |
| ENSP00000347454.5  |  18734 |                          18734 |
| ENSP00000354837.4  |  18734 |                          18734 |
| ENSP00000363761.3  |  18734 |                          18734 |
| ENSP00000401678.1  |  18734 |                          18734 |
| ENSP00000350896.3  |  18753 |                          18753 |
| ENSP00000321427.7  |  18772 |                          18772 |
| ENSP00000339867.2  |  18772 |                          18772 |
| ENSP00000271751.4  |  18791 |                          18791 |
| ENSP00000377686.2  |  18791 |                          18791 |
| ENSP00000264956.6  |  18848 |                          18848 |
| ENSP00000241453.7  |  18867 |                          18867 |
| ENSP00000255078.4  |  18867 |                          18867 |
| ENSP00000420608.1  |  18867 |                          18867 |
| ENSP00000312942.11 |  18886 |                          18886 |
| ENSP00000378879.5  |  18886 |                          18886 |
| ENSP00000389998.3  |  18905 |                          18905 |
| ENSP00000430338.1  |  18905 |                          18905 |
| ENSP00000295408.4  |  18981 |                          18981 |
| ENSP00000480150.1  |  18981 |                          18981 |
| ENSP00000321636.5  |  19019 |                          19019 |
| ENSP00000296051.2  |  19076 |                          19076 |
| ENSP00000437659.1  |  19076 |                          19076 |
| ENSP00000498071.1  |  19076 |                          19076 |
| ENSP00000228425.6  |  19095 |                          19095 |
| ENSP00000261537.6  |  19114 |                          19114 |
| ENSP00000366957.3  |  19114 |                          19114 |
| ENSP00000237353.10 |  19133 |                          19133 |
| ENSP00000282020.4  |  19133 |                          19133 |
| ENSP00000304945.3  |  19133 |                          19133 |
| ENSP00000367787.3  |  19171 |                          19171 |
| ENSP00000363216.4  |  19190 |                          19190 |
| ENSP00000395473.2  |  19209 |                          19209 |
| ENSP00000344314.6  |  19228 |                          19228 |
| ENSP00000355889.2  |  19228 |                          19228 |
| ENSP00000363124.3  |  19228 |                          19228 |
| ENSP00000369442.3  |  19228 |                          19228 |
| ENSP00000061240.2  |  19247 |                          19247 |
| ENSP00000498113.1  |  19247 |                          19247 |
| ENSP00000366326.4  |  19266 |                          19266 |
| ENSP00000369677.4  |  19304 |                          19304 |
| ENSP00000478537.1  |  19304 |                          19304 |
| ENSP00000354497.4  |  19323 |                          19323 |
| ENSP00000447006.1  |  19342 |                          19342 |
| ENSP00000284885.3  |  19361 |                          19361 |
| ENSP00000300527.4  |  19361 |                          19361 |
| ENSP00000386227.3  |  19361 |                          19361 |
| ENSP00000354490.3  |  19380 |                          19380 |
| ENSP00000370737.4  |  19380 |                          19380 |
| ENSP00000456149.2  |  19399 |                          19399 |
| ENSP00000326018.6  |  19432 |                          27759 |
| ENSP00000222673.5  |  19437 |                          19437 |
| ENSP00000295598.5  |  19437 |                          19437 |
| ENSP00000338868.6  |  19456 |                          19456 |
| ENSP00000385428.1  |  19456 |                          19456 |
| ENSP00000385787.2  |  19456 |                          19456 |
| ENSP00000359211.3  |  19475 |                          19475 |
| ENSP00000382178.4  |  19475 |                          19475 |
| ENSP00000497271.1  |  19475 |                          19475 |
| ENSP00000346217.4  |  19494 |                          19494 |
| ENSP00000355180.3  |  19532 |                          19532 |
| ENSP00000407822.2  |  19532 |                          19532 |
| ENSP00000497523.1  |  19532 |                          19532 |
| ENSP00000251973.5  |  19608 |                          19608 |
| ENSP00000280551.6  |  19608 |                          19608 |
| ENSP00000353538.3  |  19608 |                          19608 |
| ENSP00000380763.2  |  19608 |                          19608 |
| ENSP00000408979.2  |  19608 |                          19608 |
| ENSP00000480489.1  |  19627 |                          19627 |
| ENSP00000337383.4  |  19646 |                          19646 |
| ENSP00000368824.3  |  19646 |                          19646 |
| ENSP00000503354.1  |  19665 |                          19665 |
| ENSP00000378914.4  |  19684 |                          19684 |
| ENSP00000468706.1  |  19703 |                          19703 |
| ENSP00000363708.4  |  19722 |                          19722 |
| ENSP00000262407.5  |  19741 |                          19741 |
| ENSP00000350032.2  |  19741 |                          19741 |
| ENSP00000267978.4  |  19760 |                          19760 |
| ENSP00000311859.4  |  19760 |                          19760 |
| ENSP00000330633.4  |  19760 |                          19760 |
| ENSP00000365625.3  |  19779 |                          19779 |
| ENSP00000273857.4  |  19798 |                          19798 |
| ENSP00000440045.2  |  19798 |                          19798 |
| ENSP00000299440.5  |  19817 |                          19817 |
| ENSP00000306410.5  |  19836 |                          19836 |
| ENSP00000366563.4  |  19836 |                          19836 |
| ENSP00000353735.2  |  19855 |                          19855 |
| ENSP00000362824.3  |  19874 |                          19874 |
| ENSP00000274376.6  |  19893 |                          19893 |
| ENSP00000341083.2  |  19893 |                          19893 |
| ENSP00000342481.5  |  19893 |                          19893 |
| ENSP00000494268.2  |  19893 |                          19893 |
| ENSP00000348349.5  |  19935 |                          48412 |
| ENSP00000287598.7  |  19950 |                          19950 |
| ENSP00000315190.8  |  19969 |                          19969 |
| ENSP00000507884.1  |  19969 |                          19969 |
| ENSP00000283131.3  |  19988 |                          19988 |
| ENSP00000344223.3  |  19988 |                          19988 |
| ENSP00000217086.4  |  20007 |                          20007 |
| ENSP00000326200.4  |  20007 |                          20007 |
| ENSP00000499899.1  |  20045 |                          20045 |
| ENSP00000260731.3  |  20064 |                          20064 |
| ENSP00000389913.3  |  20064 |                          20064 |
| ENSP00000377298.4  |  20094 |                          40185 |
| ENSP00000321706.5  |  20102 |                          20102 |
| ENSP00000338413.6  |  20102 |                          20102 |
| ENSP00000351185.3  |  20140 |                          20140 |
| ENSP00000319377.6  |  20159 |                          20159 |
| ENSP00000367316.3  |  20197 |                          20197 |
| ENSP00000502585.1  |  20197 |                          20197 |
| ENSP00000256084.7  |  20216 |                          20216 |
| ENSP00000355396.4  |  20235 |                          20235 |
| ENSP00000263666.4  |  20254 |                          20254 |
| ENSP00000384290.3  |  20254 |                          20254 |
| ENSP00000334474.5  |  20273 |                          20273 |
| ENSP00000351664.3  |  20273 |                          20273 |
| ENSP00000263967.3  |  20292 |                          20292 |
| ENSP00000340596.3  |  20292 |                          20292 |
| ENSP00000360162.4  |  20330 |                          20330 |
| ENSP00000501150.1  |  20330 |                          20330 |
| ENSP00000384863.2  |  20349 |                          20349 |
| ENSP00000315112.6  |  20368 |                          20368 |
| ENSP00000261170.3  |  20387 |                          20387 |
| ENSP00000508249.1  |  20387 |                          20387 |
| ENSP00000509606.1  |  20387 |                          20387 |
| ENSP00000271643.4  |  20406 |                          20406 |
| ENSP00000342793.4  |  20406 |                          20406 |
| ENSP00000244289.3  |  20444 |                          20444 |
| ENSP00000464391.1  |  20463 |                          20463 |
| ENSP00000491584.2  |  20482 |                          20482 |
| ENSP00000288078.6  |  20596 |                          20596 |
| ENSP00000252996.3  |  20615 |                          20615 |
| ENSP00000302530.6  |  20615 |                          20615 |
| ENSP00000347198.3  |  20615 |                          20615 |
| ENSP00000343873.4  |  20634 |                          20634 |
| ENSP00000372035.4  |  20672 |                          20672 |
| ENSP00000257290.5  |  20691 |                          20691 |
| ENSP00000362546.3  |  20691 |                          20691 |
| ENSP00000367880.3  |  20691 |                          20691 |
| ENSP00000440481.3  |  20691 |                          20691 |
| ENSP00000207549.3  |  20710 |                          20710 |
| ENSP00000356024.3  |  20748 |                          20748 |
| ENSP00000313504.5  |  20767 |                          20767 |
| ENSP00000512457.1  |  20767 |                          20767 |
| ENSP00000255194.7  |  20786 |                          20786 |
| ENSP00000268070.4  |  20805 |                          20805 |
| ENSP00000352185.4  |  20824 |                          20824 |
| ENSP00000311816.7  |  20843 |                          20843 |
| ENSP00000398368.2  |  20843 |                          20843 |
| ENSP00000347444.4  |  20862 |                          20862 |
| ENSP00000261892.6  |  20881 |                          20881 |
| ENSP00000370047.3  |  20881 |                          20881 |
| ENSP00000370381.3  |  20881 |                          20881 |
| ENSP00000459626.2  |  20881 |                          20881 |
| ENSP00000373827.4  |  20919 |                          20919 |
| ENSP00000440984.1  |  20919 |                          20919 |
| ENSP00000343535.4  |  20938 |                          20938 |
| ENSP00000353699.5  |  20938 |                          20938 |
| ENSP00000419260.1  |  20938 |                          20938 |
| ENSP00000483881.1  |  20938 |                          20938 |
| ENSP00000254854.4  |  20957 |                          20957 |
| ENSP00000320821.5  |  20957 |                          20957 |
| ENSP00000471851.1  |  20957 |                          20957 |
| ENSP00000324005.4  |  20959 |                          23579 |
| ENSP00000254480.5  |  20995 |                          20995 |
| ENSP00000387393.3  |  20995 |                          20995 |
| ENSP00000228682.2  |  21014 |                          21014 |
| ENSP00000328813.2  |  21033 |                          21033 |
| ENSP00000406046.1  |  21033 |                          21033 |
| ENSP00000288235.4  |  21052 |                          21052 |
| ENSP00000243964.4  |  21204 |                          21204 |
| ENSP00000307235.3  |  21204 |                          21204 |
| ENSP00000325785.8  |  21223 |                          21223 |
| ENSP00000302239.4  |  21242 |                          21242 |
| ENSP00000393066.1  |  21242 |                          21242 |
| ENSP00000262209.4  |  21261 |                          21261 |
| ENSP00000297323.7  |  21261 |                          21261 |
| ENSP00000268206.7  |  21280 |                          21280 |
| ENSP00000349781.5  |  21280 |                          21280 |
| ENSP00000477389.1  |  21299 |                          21299 |
| ENSP00000490608.2  |  21299 |                          21299 |
| ENSP00000265748.2  |  21356 |                          21356 |
| ENSP00000369375.4  |  21356 |                          21356 |
| ENSP00000391676.1  |  21356 |                          21356 |
| ENSP00000415961.2  |  21375 |                          21375 |
| ENSP00000352780.4  |  21432 |                          21432 |
| ENSP00000265967.5  |  21451 |                          21451 |
| ENSP00000507250.1  |  21451 |                          21451 |
| ENSP00000316328.8  |  21470 |                          21470 |
| ENSP00000323315.5  |  21470 |                          21470 |
| ENSP00000437550.1  |  21470 |                          21470 |
| ENSP00000309572.5  |  21508 |                          21508 |
| ENSP00000371067.4  |  21508 |                          21508 |
| ENSP00000228347.4  |  21527 |                          21527 |
| ENSP00000335371.6  |  21527 |                          21527 |
| ENSP00000211998.5  |  21546 |                          21546 |
| ENSP00000262376.5  |  21546 |                          21546 |
| ENSP00000364796.3  |  21546 |                          21546 |
| ENSP00000364003.4  |  21565 |                          21565 |
| ENSP00000257879.7  |  21603 |                          21603 |
| ENSP00000261842.5  |  21603 |                          21603 |
| ENSP00000265081.6  |  21603 |                          21603 |
| ENSP00000372169.4  |  21603 |                          21603 |
| ENSP00000378260.3  |  21603 |                          21603 |
| ENSP00000262133.6  |  21641 |                          21641 |
| ENSP00000496564.2  |  21641 |                          21641 |
| ENSP00000257287.3  |  21660 |                          21660 |
| ENSP00000423354.2  |  21660 |                          21660 |
| ENSP00000351957.3  |  21679 |                          21679 |
| ENSP00000379383.4  |  21698 |                          21698 |
| ENSP00000380679.4  |  21698 |                          21698 |
| ENSP00000331907.4  |  21717 |                          21717 |
| ENSP00000348657.3  |  21717 |                          21717 |
| ENSP00000390329.2  |  21717 |                          21717 |
| ENSP00000480469.1  |  21717 |                          21717 |
| ENSP00000261424.4  |  21793 |                          21793 |
| ENSP00000362125.4  |  21812 |                          21812 |
| ENSP00000405060.3  |  21812 |                          21812 |
| ENSP00000346112.3  |  21850 |                          21850 |
| ENSP00000278836.4  |  21869 |                          21869 |
| ENSP00000384179.2  |  21869 |                          21869 |
| ENSP00000495537.1  |  21888 |                          21888 |
| ENSP00000334642.5  |  21926 |                          21926 |
| ENSP00000380150.4  |  21926 |                          21926 |
| ENSP00000261396.3  |  21964 |                          21964 |
| ENSP00000311135.2  |  21983 |                          21983 |
| ENSP00000223357.3  |  22002 |                          22002 |
| ENSP00000327213.4  |  22002 |                          22002 |
| ENSP00000313699.9  |  22021 |                          22021 |
| ENSP00000318016.7  |  22021 |                          22021 |
| ENSP00000403783.1  |  22040 |                          22040 |
| ENSP00000265343.5  |  22097 |                          22097 |
| ENSP00000330393.7  |  22135 |                          22135 |
| ENSP00000421985.1  |  22154 |                          22154 |
| ENSP00000263054.5  |  22192 |                          22192 |
| ENSP00000350536.4  |  22192 |                          22192 |
| ENSP00000281405.5  |  22230 |                          22230 |
| ENSP00000216268.4  |  22249 |                          22249 |
| ENSP00000354849.2  |  22249 |                          22249 |
| ENSP00000348384.3  |  22268 |                          22268 |
| ENSP00000328062.6  |  22287 |                          22287 |
| ENSP00000377954.2  |  22344 |                          22344 |
| ENSP00000377532.1  |  22382 |                          22382 |
| ENSP00000373565.3  |  22401 |                          22401 |
| ENSP00000327214.8  |  22420 |                          22420 |
| ENSP00000497479.2  |  22534 |                          22534 |
| ENSP00000355923.4  |  22553 |                          22553 |
| ENSP00000431885.1  |  22553 |                          22553 |
| ENSP00000342023.6  |  22572 |                          22572 |
| ENSP00000371070.2  |  22572 |                          22572 |
| ENSP00000481780.1  |  22580 |                          25403 |
| ENSP00000370826.4  |  22591 |                          22591 |
| ENSP00000366453.4  |  22610 |                          22610 |
| ENSP00000379915.2  |  22610 |                          22610 |
| ENSP00000347719.4  |  22648 |                          22648 |
| ENSP00000264144.4  |  22667 |                          22667 |
| ENSP00000358498.4  |  22686 |                          22686 |
| ENSP00000405620.1  |  22686 |                          22686 |
| ENSP00000265602.6  |  22724 |                          22724 |
| ENSP00000388231.3  |  22762 |                          22762 |
| ENSP00000367406.2  |  22781 |                          22781 |
| ENSP00000375063.3  |  22800 |                          22800 |
| ENSP00000261917.3  |  22857 |                          22857 |
| ENSP00000361266.3  |  22857 |                          22857 |
| ENSP00000286657.4  |  22895 |                          22895 |
| ENSP00000313885.7  |  22902 |                          25764 |
| ENSP00000367734.5  |  22914 |                          22914 |
| ENSP00000450607.1  |  22952 |                          22952 |
| ENSP00000482313.2  |  22952 |                          22952 |
| ENSP00000275493.2  |  22990 |                          22990 |
| ENSP00000251582.7  |  23009 |                          23009 |
| ENSP00000262794.5  |  23009 |                          23009 |
| ENSP00000262461.2  |  23028 |                          23028 |
| ENSP00000274487.5  |  23047 |                          23047 |
| ENSP00000252826.4  |  23066 |                          23066 |
| ENSP00000487174.1  |  23066 |                          23066 |
| ENSP00000252744.5  |  23085 |                          23085 |
| ENSP00000334061.5  |  23085 |                          23085 |
| ENSP00000281171.4  |  23104 |                          23104 |
| ENSP00000338185.6  |  23104 |                          23104 |
| ENSP00000354720.5  |  23123 |                          23123 |
| ENSP00000498499.1  |  23123 |                          23123 |
| ENSP00000254958.4  |  23142 |                          23142 |
| ENSP00000263519.4  |  23180 |                          23180 |
| ENSP00000373340.2  |  23180 |                          23180 |
| ENSP00000378721.2  |  23180 |                          23180 |
| ENSP00000282849.5  |  23199 |                          23199 |
| ENSP00000362643.4  |  23237 |                          23237 |
| ENSP00000241704.7  |  23256 |                          23256 |
| ENSP00000263461.5  |  23256 |                          23256 |
| ENSP00000307134.8  |  23275 |                          23275 |
| ENSP00000349592.3  |  23294 |                          23294 |
| ENSP00000357459.4  |  23294 |                          23294 |
| ENSP00000477973.1  |  23294 |                          23294 |
| ENSP00000504733.1  |  23294 |                          23294 |
| ENSP00000268482.3  |  23313 |                          23313 |
| ENSP00000348564.3  |  23313 |                          23313 |
| ENSP00000358532.3  |  23313 |                          23313 |
| ENSP00000465759.2  |  23370 |                          23370 |
| ENSP00000363524.3  |  23408 |                          23408 |
| ENSP00000323421.3  |  23427 |                          23427 |
| ENSP00000279230.6  |  23446 |                          23446 |
| ENSP00000310094.4  |  23465 |                          23465 |
| ENSP00000360822.2  |  23465 |                          23465 |
| ENSP00000369274.4  |  23465 |                          23465 |
| ENSP00000286628.8  |  23484 |                          23484 |
| ENSP00000336620.5  |  23503 |                          23503 |
| ENSP00000328169.3  |  23522 |                          23522 |
| ENSP00000268124.5  |  23541 |                          23541 |
| ENSP00000498411.1  |  23541 |                          23541 |
| ENSP00000344786.6  |  23560 |                          23560 |
| ENSP00000193391.6  |  23579 |                          23579 |
| ENSP00000368190.4  |  23579 |                          23579 |
| ENSP00000405600.2  |  23579 |                          23579 |
| ENSP00000304895.4  |  23598 |                          23598 |
| ENSP00000246914.4  |  23617 |                          23617 |
| ENSP00000353414.2  |  23617 |                          23617 |
| ENSP00000267890.6  |  23636 |                          23636 |
| ENSP00000498374.1  |  23636 |                          23636 |
| ENSP00000449396.1  |  23655 |                          23655 |
| ENSP00000364543.2  |  23674 |                          23674 |
| ENSP00000264187.6  |  23693 |                          23693 |
| ENSP00000356437.3  |  23693 |                          23693 |
| ENSP00000463151.1  |  23693 |                          23693 |
| ENSP00000259008.2  |  23731 |                          23731 |
| ENSP00000376410.4  |  23731 |                          23731 |
| ENSP00000497810.1  |  23731 |                          23731 |
| ENSP00000356581.3  |  23750 |                          23750 |
| ENSP00000361570.4  |  23750 |                          23750 |
| ENSP00000251102.8  |  23769 |                          23769 |
| ENSP00000497896.1  |  23769 |                          23769 |
| ENSP00000254657.3  |  23845 |                          23845 |
| ENSP00000299314.7  |  23864 |                          23864 |
| ENSP00000361202.3  |  23864 |                          23864 |
| ENSP00000359077.1  |  23883 |                          23883 |
| ENSP00000298229.2  |  23902 |                          23902 |
| ENSP00000372689.2  |  23902 |                          23902 |
| ENSP00000344087.4  |  23921 |                          23921 |
| ENSP00000419361.1  |  23959 |                          23959 |
| ENSP00000365220.3  |  23978 |                          23978 |
| ENSP00000364815.3  |  24016 |                          24016 |
| ENSP00000432901.2  |  24016 |                          24016 |
| ENSP00000350447.4  |  24035 |                          24035 |
| ENSP00000355536.5  |  24035 |                          24035 |
| ENSP00000482457.1  |  24035 |                          24035 |
| ENSP00000360187.4  |  24092 |                          24092 |
| ENSP00000324573.4  |  24111 |                          24111 |
| ENSP00000350221.5  |  24168 |                          24168 |
| ENSP00000373706.4  |  24168 |                          24168 |
| ENSP00000384115.3  |  24206 |                          24206 |
| ENSP00000506760.1  |  24225 |                          24225 |
| ENSP00000270722.5  |  24244 |                          24244 |
| ENSP00000269228.4  |  24282 |                          24282 |
| ENSP00000428714.1  |  24282 |                          24282 |
| ENSP00000487279.2  |  24282 |                          24282 |
| ENSP00000355060.3  |  24301 |                          24301 |
| ENSP00000496956.2  |  24301 |                          24301 |
| ENSP00000478255.1  |  24320 |                          24320 |
| ENSP00000298832.9  |  24339 |                          24339 |
| ENSP00000363642.4  |  24358 |                          24358 |
| ENSP00000248633.4  |  24377 |                          24377 |
| ENSP00000358994.3  |  24415 |                          24415 |
| ENSP00000362734.3  |  24415 |                          24415 |
| ENSP00000424757.2  |  24434 |                          24434 |
| ENSP00000328524.3  |  24453 |                          24453 |
| ENSP00000332809.4  |  24472 |                          24472 |
| ENSP00000350195.2  |  24472 |                          24472 |
| ENSP00000360944.3  |  24472 |                          24472 |
| ENSP00000423660.1  |  24472 |                          24472 |
| ENSP00000480476.1  |  24472 |                          24472 |
| ENSP00000455588.3  |  24548 |                          24548 |
| ENSP00000354536.2  |  24586 |                          24586 |
| ENSP00000379065.3  |  24586 |                          24586 |
| ENSP00000417980.1  |  24662 |                          24662 |
| ENSP00000311336.6  |  24700 |                          24700 |
| ENSP00000353332.5  |  24700 |                          24700 |
| ENSP00000301873.5  |  24757 |                          24757 |
| ENSP00000335321.6  |  24776 |                          24776 |
| ENSP00000368314.3  |  24776 |                          24776 |
| ENSP00000495195.1  |  24795 |                          33060 |
| ENSP00000290866.4  |  24814 |                          24814 |
| ENSP00000411355.3  |  24814 |                          24814 |
| ENSP00000342144.5  |  24852 |                          24852 |
| ENSP00000342235.4  |  24852 |                          24852 |
| ENSP00000359489.2  |  24909 |                          24909 |
| ENSP00000501530.1  |  24909 |                          24909 |
| ENSP00000368100.4  |  24928 |                          24928 |
| ENSP00000218436.6  |  24947 |                          24947 |
| ENSP00000507739.1  |  24947 |                          24947 |
| ENSP00000493946.1  |  24985 |                          24985 |
| ENSP00000243344.7  |  25004 |                          25004 |
| ENSP00000304956.4  |  25080 |                          25080 |
| ENSP00000351790.5  |  25080 |                          25080 |
| ENSP00000259750.4  |  25099 |                          25099 |
| ENSP00000497931.1  |  25099 |                          25099 |
| ENSP00000251020.4  |  25156 |                          25156 |
| ENSP00000337008.5  |  25213 |                          25213 |
| ENSP00000310842.8  |  25232 |                          25232 |
| ENSP00000338766.5  |  25270 |                          25270 |
| ENSP00000354778.3  |  25289 |                          25289 |
| ENSP00000216373.5  |  25308 |                          25308 |
| ENSP00000363779.5  |  25308 |                          25308 |
| ENSP00000368727.3  |  25327 |                          25327 |
| ENSP00000384675.2  |  25327 |                          25327 |
| ENSP00000263269.2  |  25384 |                          25384 |
| ENSP00000355010.3  |  25384 |                          25384 |
| ENSP00000400010.2  |  25403 |                          25403 |
| ENSP00000371308.4  |  25422 |                          25422 |
| ENSP00000498485.1  |  25441 |                          25441 |
| ENSP00000267101.4  |  25498 |                          25498 |
| ENSP00000325326.2  |  25498 |                          25498 |
| ENSP00000382717.3  |  25498 |                          25498 |
| ENSP00000377934.3  |  25517 |                          25517 |
| ENSP00000496007.1  |  25517 |                          25517 |
| ENSP00000340297.3  |  25536 |                          25536 |
| ENSP00000418648.2  |  25593 |                          25593 |
| ENSP00000509890.1  |  25593 |                          25593 |
| ENSP00000371734.2  |  25688 |                          25688 |
| ENSP00000382697.1  |  25726 |                          25726 |
| ENSP00000263923.4  |  25764 |                          25764 |
| ENSP00000356646.1  |  25802 |                          25802 |
| ENSP00000499655.2  |  25859 |                          25859 |
| ENSP00000506350.1  |  25878 |                          25878 |
| ENSP00000502065.1  |  25880 |                          34504 |
| ENSP00000261937.6  |  25897 |                          25897 |
| ENSP00000473211.1  |  25935 |                          25935 |
| ENSP00000297268.6  |  25954 |                          25954 |
| ENSP00000497069.1  |  25973 |                          25973 |
| ENSP00000357047.3  |  25992 |                          25992 |
| ENSP00000391295.2  |  26011 |                          26011 |
| ENSP00000347927.2  |  26049 |                          26049 |
| ENSP00000479904.1  |  26163 |                          26163 |
| ENSP00000386239.3  |  26182 |                          26182 |
| ENSP00000303830.4  |  26258 |                          26258 |
| ENSP00000387303.4  |  26258 |                          26258 |
| ENSP00000264638.3  |  26296 |                          26296 |
| ENSP00000313644.6  |  26296 |                          26296 |
| ENSP00000395260.1  |  26296 |                          26296 |
| ENSP00000380903.1  |  26334 |                          26334 |
| ENSP00000392906.2  |  26334 |                          26334 |
| ENSP00000324020.4  |  26372 |                          26372 |
| ENSP00000361446.3  |  26410 |                          26410 |
| ENSP00000231498.3  |  26429 |                          26429 |
| ENSP00000351832.2  |  26467 |                          26467 |
| ENSP00000260665.7  |  26486 |                          26486 |
| ENSP00000365210.1  |  26505 |                          26505 |
| ENSP00000454973.1  |  26600 |                          26600 |
| ENSP00000325017.5  |  26619 |                          26619 |
| ENSP00000399679.3  |  26676 |                          26676 |
| ENSP00000356370.3  |  26714 |                          26714 |
| ENSP00000271715.2  |  26790 |                          26790 |
| ENSP00000352510.7  |  26809 |                          26809 |
| ENSP00000347232.3  |  26923 |                          26923 |
| ENSP00000367398.4  |  27094 |                          27094 |
| ENSP00000298139.5  |  27208 |                          27208 |
| ENSP00000334958.5  |  27265 |                          27265 |
| ENSP00000359454.3  |  27265 |                          27265 |
| ENSP00000391447.3  |  27265 |                          27265 |
| ENSP00000362884.3  |  27284 |                          27284 |
| ENSP00000479322.1  |  27322 |                          27322 |
| ENSP00000362283.1  |  27379 |                          27379 |
| ENSP00000385852.2  |  27398 |                          27398 |
| ENSP00000264245.4  |  27436 |                          27436 |
| ENSP00000332353.6  |  27493 |                          27493 |
| ENSP00000389140.2  |  27493 |                          27493 |
| ENSP00000502379.1  |  27569 |                          27569 |
| ENSP00000348020.2  |  27607 |                          27607 |
| ENSP00000483595.2  |  27607 |                          27607 |
| ENSP00000373952.3  |  27645 |                          27645 |
| ENSP00000290650.4  |  27693 |                          33231 |
| ENSP00000278935.3  |  27740 |                          27740 |
| ENSP00000453281.3  |  27740 |                          27740 |
| ENSP00000406012.2  |  27778 |                          27778 |
| ENSP00000225964.6  |  27816 |                          27816 |
| ENSP00000332549.3  |  27816 |                          27816 |
| ENSP00000355328.2  |  27911 |                          27911 |
| ENSP00000460475.1  |  27987 |                          27987 |
| ENSP00000262077.3  |  28025 |                          28025 |
| ENSP00000296137.2  |  28082 |                          28082 |
| ENSP00000252804.4  |  28101 |                          28101 |
| ENSP00000003084.6  |  28120 |                          28120 |
| ENSP00000354451.2  |  28172 |                          30989 |
| ENSP00000477455.1  |  28196 |                          28196 |
| ENSP00000261726.6  |  28234 |                          28234 |
| ENSP00000369889.3  |  28253 |                          28253 |
| ENSP00000495726.1  |  28272 |                          28272 |
| ENSP00000493815.1  |  28291 |                          28291 |
| ENSP00000348089.5  |  28367 |                          28367 |
| ENSP00000365188.2  |  28367 |                          28367 |
| ENSP00000262879.6  |  28386 |                          28386 |
| ENSP00000354597.4  |  28424 |                          28424 |
| ENSP00000497653.1  |  28443 |                          28443 |
| ENSP00000433681.3  |  28462 |                          28462 |
| ENSP00000364000.3  |  28481 |                          28481 |
| ENSP00000500409.1  |  28481 |                          28481 |
| ENSP00000263791.5  |  28483 |                          31331 |
| ENSP00000233072.5  |  28500 |                          28500 |
| ENSP00000345728.6  |  28500 |                          28500 |
| ENSP00000371897.1  |  28538 |                          28538 |
| ENSP00000205557.7  |  28557 |                          28557 |
| ENSP00000390600.2  |  28588 |                          37164 |
| ENSP00000385017.2  |  28633 |                          28633 |
| ENSP00000285873.6  |  28652 |                          28652 |
| ENSP00000397570.2  |  28652 |                          28652 |
| ENSP00000355890.3  |  28728 |                          28728 |
| ENSP00000382423.3  |  28728 |                          28728 |
| ENSP00000055682.5  |  28804 |                          28804 |
